datetime,y,soldout,name,kcal,weather,precipitation,temperature,data_flg,月,木,水,火,金,お楽しみメニュー,スペシャルメニュー（800円）,手作りの味,料理長のこだわりメニュー,近隣に飲食店複合ビルオープン,酢豚（28食）、カレー（85食）,鶏のレモンペッパー焼（50食）、カレー（42食）,キャリアアップ支援セミナー,ママの会,給料日経過日数,カツ,カレー,ハンバーグ,中華,フライ,チキン,その他
2014-05-23,65.0,0,牛肉コロッケ,400.0,3,0,19.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1
2014-05-26,77.0,1,鶏のカッシュナッツ炒め,430.0,3,0,23.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0
2014-05-27,79.0,0,牛肉すき焼き風,423.0,4,0,23.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
2014-05-28,74.0,1,鶏の唐揚げおろしソース,414.0,2,0,25.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1
2014-05-29,64.0,1,いか天ぷら,438.0,1,0,26.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1
2014-05-30,119.0,0,チキンカレー,410.0,3,0,26.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,0,1,0,0,0,1,0
2014-06-02,74.0,0,ハンバーグケッチャップソース,420.0,3,0,30.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0
2014-06-03,59.0,0,ゴーヤチャンプルー,418.0,3,0,27.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1
2014-06-04,47.0,0,たっぷりベーコンフライ,424.0,2,0,27.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0
2014-06-05,64.0,1,鶏の味噌漬け焼き,405.0,5,0,21.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1
2014-06-06,93.0,0,手作りロースカツ,430.0,5,6.5,19.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0
2014-06-09,74.0,1,牛肉ニンニクの芽炒め,417.0,5,0,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0
2014-06-10,56.0,0,カレイ唐揚げ野菜餡かけ,426.0,4,0,25.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-06-11,50.0,1,チャプチェ,413.0,5,2.5,22.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
2014-06-12,72.0,1,タンドリーチキン,440.0,5,0.5,21.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
2014-06-13,121.0,0,キーマカレー,400.0,2,0,29.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
2014-06-16,76.0,1,牛すき焼き風,440.0,3,0,28.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
2014-06-17,63.0,0,ポークソテー韓国ソース,427.0,3,0,27.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
2014-06-18,66.0,1,ビーフストロガノフ,426.0,5,0,21.9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1
2014-06-19,56.0,0,アジ唐揚げ南蛮ソース,430.0,2,0,27.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
2014-06-20,57.0,0,炊き込みご飯,407.0,3,0,26.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
2014-06-23,72.0,0,マーボ茄子,421.0,4,0,26.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0
2014-06-24,61.0,0,鶏のトマトシチュー,430.0,4,0,23.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1
2014-06-25,64.0,1,豚の冷しゃぶ,420.0,5,0,25.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0
2014-06-26,49.0,0,キスと野菜の天ぷら,414.0,4,0,25.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1
2014-06-27,74.0,0,牛丼,406.0813953488372,5,0,25.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
2014-06-30,65.0,0,鶏の塩から揚げ,435.0,3,0,25.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1
2014-07-01,54.0,0,カレイ唐揚げ夏野菜あん,362.0,4,0,28.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0
2014-07-02,50.0,1,タンドリーチキン,363.0,1,0,28.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0
2014-07-03,53.0,0,白身魚ムニエル,412.0,3,0,27.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1
2014-07-04,63.0,0,手作りトンカツ,432.0,5,0.5,22.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0
2014-07-07,82.0,1,和風ハンバーグ,354.0,5,0.5,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0
2014-07-08,56.0,0,かじきの甘辛煮,370.0,2,0,29.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1
2014-07-09,54.0,1,チキンのコーンクリーム焼き,388.0,5,0,24.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
2014-07-10,48.0,0,プルコギ,386.0,4,0,28.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014-07-11,124.0,0,ポークカレー,410.0,2,0,33.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
2014-07-14,65.0,1,鶏のから揚げねぎ塩炒めソース,418.0,3,0,30.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
2014-07-15,51.0,0,豚冷シャブ野菜添え,324.0,2,0,30.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
2014-07-16,53.0,1,白身魚フライ,434.0,2,0,30.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0
2014-07-17,53.0,1,豚すき焼き,418.0,2,0,30.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1
2014-07-18,55.0,1,エビフライ,401.0,4,0,25.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0
2014-07-22,53.0,0,チンジャオロース,409.0,2,0,30.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0
2014-07-23,56.0,1,八宝菜,355.0,3,0,32.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0
2014-07-24,62.0,1,ジャンボチキンカツ,410.0,4,0,32.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0
2014-07-25,83.0,0,ひやしたぬきうどん・炊き込みご飯,406.0813953488372,2,0,33.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
2014-07-28,65.0,1,豚肉のマスタード焼き,432.0,2,0,28.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
2014-07-29,52.0,0,バーベキューチキン,449.0,2,0,30.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
2014-07-30,58.0,0,メンチカツ,441.0,2,0,30.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0
2014-07-31,60.0,0,鶏のから揚げスイートチリソース,386.0,2,0,32.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1
2014-08-01,38.0,0,豚肉の生姜焼き,380.0,3,0,32.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1
2014-08-04,75.0,1,ハンバーグ（デミきのこバター）,410.0,4,0,32.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0
2014-08-05,54.0,1,鶏肉のカレー唐揚,400.0,1,0,34.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0
2014-08-06,58.0,1,豚キムチ炒め,410.0,1,0,34.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0
2014-08-07,63.0,0,チキン香草焼きマスタードソース,415.0,2,0,32.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0
2014-08-08,129.0,0,チキンカレー,410.0,4,0,31.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2014-08-11,45.0,0,サーモンフライ・タルタル,411.0,2,0,32.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
2014-08-12,40.0,1,厚切ハムカツ,400.0,5,0,29.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2014-08-18,56.0,0,洋食屋さんのメンチカツ,396.0,4,0,32.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
2014-08-19,53.0,1,牛スキヤキ,385.0,2,0,33.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
2014-08-20,56.0,0,豚ロースのピザ風チーズ焼き,423.0,1,0,33.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,0,1
2014-08-21,54.0,0,チキン南蛮,405.0,3,0,33.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,1,0
2014-08-22,100.0,1,ロコモコ丼,406.0813953488372,2,0,33.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1
2014-08-25,55.0,0,白身魚の南部焼き,412.0,4,0,26.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
2014-08-26,68.0,0,キーマカレー,400.0,5,0,26.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0
2014-08-27,62.0,0,カレイの唐揚げ,410.0,4,0,21.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1
2014-08-28,56.0,0,豚肉の胡麻シャブ,396.0,5,0,21.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0
2014-08-29,39.0,0,チキンの辛味噌焼き,398.0,4,0,25.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,1,0
2014-09-01,65.0,1,ビーフシチュー,380.0,4,0,23.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
2014-09-02,68.0,1,名古屋味噌カツ,440.0,2,0,29.1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26,1,0,0,0,0,0,0
2014-09-03,53.0,0,親子煮,408.0,4,0,26.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1
2014-09-04,54.0,1,チキンステーキ・きのこソース,405.0,4,0,26.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0
2014-09-05,43.0,0,メンチカツ,380.0,2,0,30.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0
2014-09-08,68.0,1,鶏肉の山賊焼き,385.0,4,0,23.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1
2014-09-09,63.0,0,ハンバーグデミソース,460.0,2,0,26.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0
2014-09-10,54.0,0,ぶりレモンペッパー焼き,450.0,4,0,25.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1
2014-09-11,53.0,0,手作りチキンカツ,385.0,4,0,21.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,1,0
2014-09-12,115.0,0,ポークカレー,410.0,2,0,27.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0
2014-09-16,56.0,0,チーズメンチカツ,438.0,2,0,28.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0
2014-09-17,49.0,0,チキンフリカッセ,430.0,4,0,25.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41,0,0,0,0,0,1,0
2014-09-18,46.0,0,カレイ唐揚げ 甘酢あん,395.0,4,0,24.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1
2014-09-19,45.0,0,厚切イカフライ,400.0,3,0,23.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0
2014-09-22,29.0,0,筑前煮,395.0,2,0,25.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1
2014-09-24,59.0,1,白身魚のマスタード焼き,408.0,4,0,24.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1
2014-09-25,50.0,0,牛カルビ焼き肉,394.0,4,0,25.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1
2014-09-26,45.0,0,ランチビュッフェ,406.0813953488372,2,0,27.1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,0,1
2014-09-29,56.0,1,豚肉と玉子の炒め,404.0,1,0,26.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0
2014-09-30,40.0,0,鶏肉とカシューナッツ炒め,398.0,1,0,28.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0
2014-10-01,,1,メンチカツ,420.0,5,0,20.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0
2014-10-02,,0,バーベキューチキン,415.0,4,0,23.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0
2014-10-03,,0,豚肉のマスタード焼き,405.0,2,0,28.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1
2014-10-06,,1,麻婆春雨,400.0,5,0.5,21.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0
2014-10-07,,0,厚揚げ肉みそ炒め,430.0,2,0,22.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,0,0
2014-10-08,,0,完熟トマトのホットカレー,420.0,2,0,23.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0
2014-10-09,,0,豚キムチ炒め,435.0,4,0,22.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,63,0,0,0,1,0,0,0
2014-10-10,,0,ポークカレー,410.0,3,0,26.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2014-10-14,,0,若鶏梅肉包揚げ,408.0,1,0,26.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
2014-10-15,,1,ミックスグリル,450.0,5,1.5,15.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1
2014-10-16,,0,豚肉と白菜の中華炒め,400.0,2,0,18.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
2014-10-17,,0,ヒレカツ,415.0,1,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0
2014-10-20,,1,豚柳川,426.0,3,0,23.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
2014-10-21,,0,ポーク生姜焼き,410.0,5,0,20.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
2014-10-22,,1,麻婆豆腐,415.0,5,0,15.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0
2014-10-23,,1,ビーフストロガノフ,428.0,5,0.5,14.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1
2014-10-24,,0,唐揚げ丼,405.0408163265306,1,0,18.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0
2014-10-27,,1,マス塩焼き,407.0,3,0,22.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
2014-10-28,,1,チンジャオロース,425.0,1,0,19.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0
2014-10-29,,0,厚切イカフライ,430.0,1,0,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0
2014-10-30,,0,鶏肉と野菜の黒胡椒炒め,426.0,2,0,19.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0
2014-10-31,,0,八宝菜,436.0,4,0,18.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0
2014-11-04,,0,豚肉の生姜焼き,440.0,2,0,18.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1
2014-11-05,,1,ハンバーグ,425.0,4,0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0
2014-11-06,,1,彩り野菜と鶏肉の黒酢あん,410.0,4,0,19.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0
2014-11-07,,0,ポークカレー,410.0,2,0,20.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0
2014-11-10,,0,親子煮,412.0,1,0,21.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-11-11,,0,ポークのバーベキューソテー,426.0,4,0,14.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
2014-11-12,,0,鶏肉の唐揚げ,418.0,4,0,14.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
2014-11-13,,1,白身魚味噌焼き,396.0,1,0,19.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1
2014-11-14,,1,エビフライ・エビカツ,427.0,1,0,15.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0
2014-11-17,,1,野菜ごろごろシチュー,433.0,3,0,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
2014-11-18,,1,麻婆豆腐,409.0,1,0,16.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0
2014-11-19,,0,ベルギー風チキンのクリーム煮,430.0,1,0,14.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0
2014-11-20,,1,スタミナ炒め,421.0,4,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
2014-11-21,,0,ロコモコ丼,406.0813953488372,1,0,14.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
2014-11-25,,1,なすと挽肉のはさみ揚げ,460.0,5,1.5,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
2014-11-26,,1,鶏肉の治部煮風,415.0,5,1,9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1
2014-11-27,,0,牛丼風,420.0,1,0,15.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
2014-11-28,,0,鶏肉のスイートチリソース,416.0,4,0,15.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
